Symbol,Name,LastSale,MarketCap,,,,,,
FPRX,"Five Prime Therapeutics, Inc.",35.45,1024579516,,,,,,
CSTE,Caesarstone Ltd.,29.85,1024498954,,,,,,
NDRM,NeuroDerm Ltd.,38.8,1022222394,,,,,,
MRTN,"Marten Transport, Ltd.",18.75,1022114513,,,,,,
QSII,"Quality Systems, Inc.",16.06,1017689068,,,,,,
CHCO,City Holding Company,64.94,1014182851,,,,,,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",13.5,1013254434,,,,,,
SPSC,"SPS Commerce, Inc.",58.8,1012641664,,,,,,
CSII,"Cardiovascular Systems, Inc.",30.64,1010868384,,,,,,
VECO,Veeco Instruments Inc.,20.85,1009569864,,,,,,
ABAX,"ABAXIS, Inc.",44.43,1008161130,,,,,,
EBSB,"Meridian Bancorp, Inc.",18.6,1002888936,,,,,,
SONC,Sonic Corp.,23.9,999242628.5,,,,,,
SCSC,"ScanSource, Inc.",39.2,996969680,,,,,,
BNFT,"Benefitfocus, Inc.",31.65,986840733.3,,,,,,
IPCC,Infinity Property and Casualty Corporation,89.35,986196961.7,,,,,,
MGPI,"MGP Ingredients, Inc.",58.99,986073241.6,,,,,,
KTWO,"K2M Group Holdings, Inc.",22.71,983321947.8,,,,,,
MGRC,McGrath RentCorp,40.98,983265965,,,,,,
CHUBA,"CommerceHub, Inc.",22.69,981330428.9,,,,,,
WING,Wingstop Inc.,33.59,976541949.6,,,,,,
LGIH,"LGI Homes, Inc.",45.06,973995286.1,,,,,,
SBSI,"Southside Bancshares, Inc.",33.18,973662952.5,,,,,,
MITL,Mitel Networks Corporation,8.15,972620494.7,,,,,,
SKYY,First Trust Cloud Computing ETF,41.76,966744083.5,,,,,,
SBCF,Seacoast Banking Corporation of Florida,22.19,964762729.4,,,,,,
ALOG,Analogic Corporation,77,960230502,,,,,,
CRVL,CorVel Corp.,51.05,957477208.8,,,,,,
CSIQ,Canadian Solar Inc.,16.52,955395758,,,,,,
IRDM,Iridium Communications Inc,9.75,952271580,,,,,,
CFCO,CF Corporation,11.29,948360000,,,,,,
ARNA,"Arena Pharmaceuticals, Inc.",24.07,944031297.2,,,,,,
ATNX,"Athenex, Inc.",16.44,938125732,,,,,,
NCSM,"NCS Multistage Holdings, Inc.",21.48,935582407.4,,,,,,
SASR,"Sandy Spring Bancorp, Inc.",38.66,934744676,,,,,,
TCPC,TCP Capital Corp.,15.89,934208089.8,,,,,,
EPZM,"Epizyme, Inc.",15.95,932541217.3,,,,,,
CHUBK,"CommerceHub, Inc.",21.56,932458530.1,,,,,,
CEVA,"CEVA, Inc.",42.15,925792505.3,,,,,,
ROCK,"Gibraltar Industries, Inc.",29.2,922752616.4,,,,,,
HEES,"H&E Equipment Services, Inc.",25.91,921636992.5,,,,,,
RTRX,"Retrophin, Inc.",24.01,921635038.7,,,,,,
SCWX,SecureWorks Corp.,11.34,919387687.7,,,,,,
EFSC,Enterprise Financial Services Corporation,39.15,918576332.6,,,,,,
SHLM,"A. Schulman, Inc.",31.15,917826028,,,,,,
OMER,Omeros Corporation,20.41,914446537.7,,,,,,
MGI,"Moneygram International, Inc.",16.82,911851491.5,,,,,,
SPTN,SpartanNash Company,24.44,910893610.6,,,,,,
ICFI,"ICF International, Inc.",48.45,907701011.6,,,,,,
ANDE,"The Andersons, Inc.",31.95,907380000,,,,,,
EGRX,"Eagle Pharmaceuticals, Inc.",59.8,907120611.8,,,,,,
IPHS,"Innophos Holdings, Inc.",46.41,906209410.5,,,,,,
STRA,"Strayer Education, Inc.",80.75,901769568.8,,,,,,
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,17.08,894992000,,,,,,
HAFC,Hanmi Financial Corporation,27.55,892817037.6,,,,,,
APLP,"Archrock Partners, L.P.",13.6,891896391.2,,,,,,
ITCI,Intra-Cellular Therapies Inc.,20.46,888461607.7,,,,,,
ZIOP,ZIOPHARM Oncology Inc,6.24,885847803.4,,,,,,
OFIX,Orthofix International N.V.,48.73,885469077.8,,,,,,
WASH,"Washington Trust Bancorp, Inc.",51.4,884632550,,,,,,
XENT,"Intersect ENT, Inc.",30.3,884439516.9,,,,,,
ATNI,"ATN International, Inc.",54.57,884330206,,,,,,
SLRC,Solar Capital Ltd.,20.89,882828655.1,,,,,,
LMNX,Luminex Corporation,20.02,882303942.5,,,,,,
SNC,"State National Companies, Inc.",20.92,882270896.1,,,,,,
WIRE,Encore Wire Corporation,42.5,882173817.5,,,,,,
LBAI,"Lakeland Bancorp, Inc.",18.55,878393048.8,,,,,,
EDIT,"Editas Medicine, Inc.",21.08,877506561.7,,,,,,
KERX,"Keryx Biopharmaceuticals, Inc.",7.36,874001700.2,,,,,,
PID,PowerShares International Dividend Achievers Portfolio,16.15,873715000,,,,,,
BYSI,"BeyondSpring, Inc.",38.095,870278827.4,,,,,,
MSFG,"MainSource Financial Group, Inc.",33.85,865759582.9,,,,,,
LOB,"Live Oak Bancshares, Inc.",22.1,865528024.4,,,,,,
KNSL,"Kinsale Capital Group, Inc.",41.22,864330102.5,,,,,,
MTGE,MTGE Investment Corp.,18.85,863286400,,,,,,
SMPL,The Simply Good Foods Company,12.23,862979375,,,,,,
UBNK,"United Financial Bancorp, Inc. ",16.97,861939272.7,,,,,,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.25,857587538.5,,,,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",10.09,852173067.3,,,,,,
KELYA,"Kelly Services, Inc.",22.22,851221247.1,,,,,,
CHY,Calamos Convertible and High Income Fund,11.68,847232288.5,,,,,,
WIFI,"Boingo Wireless, Inc.",21.1,846301862.3,,,,,,
GLBL,"TerraForm Global, Inc.",4.85,845422318,,,,,,
OPB,Opus Bank,22.7,844876339.4,,,,,,
AMRN,Amarin Corporation plc,3.2,843060025.6,,,,,,
MTSC,MTS Systems Corporation,49.4,837608171.4,,,,,,
SP,SP Plus Corporation,37.15,836155222.5,,,,,,
UEIC,Universal Electronics Inc.,58.05,835995174.8,,,,,,
PTCT,"PTC Therapeutics, Inc.",20.17,834817057.8,,,,,,
AKBA,"Akebia Therapeutics, Inc.",17.6,829865150.4,,,,,,
BLDP,"Ballard Power Systems, Inc.",4.72,826797939.6,,,,,,
SHLD,Sears Holdings Corporation,7.69,826255149.1,,,,,,
UCTT,"Ultra Clean Holdings, Inc.",24.6,825580920,,,,,,
GPRE,"Green Plains, Inc.",19.9,825533470.6,,,,,,
ADRO,"Aduro Biotech, Inc.",11.05,824467561.5,,,,,,
RGNX,REGENXBIO Inc.,26.6,823241883.8,,,,,,
ENTA,"Enanta Pharmaceuticals, Inc.",43.12,823177315,,,,,,
XELA,"Exela Technologies, Inc.",5.6,822699628.8,,,,,,
TYPE,Monotype Imaging Holdings Inc.,19.7,821828406.6,,,,,,
ANIK,Anika Therapeutics Inc.,55.98,820579471.2,,,,,,
AMBC,"Ambac Financial Group, Inc.",18.13,820403639.6,,,,,,
PHO,PowerShares Water Resources Portfolio,27.66,820119000,,,,,,
NRCIA,National Research Corporation,33.45,818957320.1,,,,,,
ASND,Ascendis Pharma A/S,29.08,818823851.3,,,,,,
TCBK,TriCo Bancshares,35.71,818654214,,,,,,
OCFC,OceanFirst Financial Corp.,24.99,812939244.2,,,,,,
QIWI,QIWI plc,18.02,811327200.1,,,,,,
ATRO,Astronics Corporation,28.25,810812968,,,,,,
TGTX,"TG Therapeutics, Inc.",11.75,808821742.8,,,,,,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.1,808756439.4,,,,,,
HRTX,"Heron Therapeutics, Inc.  ",14.85,803960185.1,,,,,,
KBWB,PowerShares KBW Bank Portfolio,48.57,803833500,,,,,,
HFWA,Heritage Financial Corporation,26.85,803634730.5,,,,,,
NEO,"NeoGenomics, Inc.",10.11,802612821.5,,,,,,
KELYB,"Kelly Services, Inc.",20.95,802569087.7,,,,,,
GNBC,"Green Bancorp, Inc.",21.5,800124972.5,,,,,,
VRTS,"Virtus Investment Partners, Inc.",110.7,799022415.6,,,,,,
DENN,Denny&#39,s Corporation,11.89,,,,,,http://www.nasdaq.com/symbol/denn
ITRN,Ituran Location and Control Ltd.,34,798164654,,,,,,
TTS,"Tile Shop Hldgs, Inc.",15.35,797029731.4,,,,,,
PI,"Impinj, Inc.",38.08,794350513.6,,,,,,
CHI,Calamos Convertible Opportunities and Income Fund,11.33,793364238.3,,,,,,
LPSN,"LivePerson, Inc.",13.45,792210837.3,,,,,,
CPLA,Capella Education Company,67.8,791355701.4,,,,,,
FFIC,Flushing Financial Corporation,27.4,789227873.8,,,,,,
GLRE,"Greenlight Reinsurance, Ltd.",21.05,786044553.2,,,,,,
NFBK,"Northfield Bancorp, Inc.",16.08,785592773.8,,,,,,
SYBT,"Stock Yards Bancorp, Inc.",34.65,785166505.2,,,,,,
NTLA,"Intellia Therapeutics, Inc.",21.69,783289256.5,,,,,,
SNCR,"Synchronoss Technologies, Inc.",16.89,783231018.3,,,,,,
RRGB,"Red Robin Gourmet Burgers, Inc.",60.3,779545435.5,,,,,,
CRAY,Cray Inc,19.25,777131643.8,,,,,,
ORBC,ORBCOMM Inc.,10.57,776881185,,,,,,
IFV,First Trust Dorsey Wright International Focus 5 ETF,21.57,776520043.1,,,,,,
GABC,"German American Bancorp, Inc.",33.84,775931471.3,,,,,,
UVSP,Univest Corporation of Pennsylvania,29.1,775926968.7,,,,,,
AOBC,American Outdoor Brands Corporation,14.35,774921998.6,,,,,,
FSC,Fifth Street Finance Corp.,5.49,773873974,,,,,,
PFBC,Preferred Bank,53.26,773021658.4,,,,,,
CRSP,CRISPR Therapeutics AG,19.04,772865377.8,,,,,,
FBNC,First Bancorp,31.12,767988540.4,,,,,,
CTBI,"Community Trust Bancorp, Inc.",43.3,765303252,,,,,,
TRST,TrustCo Bank Corp NY,7.95,764010725.1,,,,,,
VNDA,Vanda Pharmaceuticals Inc.,17,762591151,,,,,,
FLXN,"Flexion Therapeutics, Inc.",23.79,759035746.6,,,,,,
HSTM,"HealthStream, Inc.",23.77,757948570.4,,,,,,
ANGI,"Angie&#39;s List, Inc.",12.34,756305075.4,,,,,,
CYOU,Changyou.com Limited,40.4,752735062.4,,,,,,
RVNC,"Revance Therapeutics, Inc.",24.35,750447252.2,,,,,,
CRESY,Cresud S.A.C.I.F. y A.,19.51,750246612.2,,,,,,
IXYS,IXYS Corporation,23,750039430,,,,,,
PETS,"PetMed Express, Inc.",36.37,749378645.6,,,,,,
ARCB,ArcBest Corporation,29.15,749336633.7,,,,,,
CYTK,"Cytokinetics, Incorporated",13.95,748651316,,,,,,
RBCAA,"Republic Bancorp, Inc.",35.88,748398566.8,,,,,,
NYNY,"Empire Resorts, Inc.",24,748244856,,,,,,
CMCO,Columbus McKinnon Corporation,33.03,747314121.4,,,,,,
GTHX,"G1 Therapeutics, Inc.",26.37,745888054.9,,,,,,
CWST,"Casella Waste Systems, Inc.",17.72,744880843.8,,,,,,
RPD,"Rapid7, Inc.",17.1,744710147.1,,,,,,
GBNK,Guaranty Bancorp,26.15,742834028.3,,,,,,
ORIT,Oritani Financial Corp.,16.05,741197089.2,,,,,,
SGBK,Stonegate Bank,48.37,740249062.6,,,,,,
LMBS,First Trust Low Duration Opportunities ETF,52.13,740246104.3,,,,,,
STKL,"SunOpta, Inc.",8.55,739500521,,,,,,
CASH,"Meta Financial Group, Inc.",78.7,735844134.3,,,,,,
GBLI,Global Indemnity Limited,41.73,734213853,,,,,,
VICR,Vicor Corporation,18.7,734035793.7,,,,,,
NNBR,"NN, Inc.",26.55,731189469.2,,,,,,
CNOB,"ConnectOne Bancorp, Inc.",22.8,729949227.6,,,,,,
CLXT,"Calyxt, Inc.",26.39,729683500,,,,,,
VONE,Vanguard Russell 1000 ETF,114.7301,728536135,,,,,,
RDWR,Radware Ltd.,16.85,727732122.5,,,,,,
AEGN,Aegion Corp,22.02,726928181.6,,,,,,
RUN,Sunrun Inc.,6.83,725743840.7,,,,,,
AMPH,"Amphastar Pharmaceuticals, Inc.",15.69,724814330,,,,,,
LMAT,"LeMaitre Vascular, Inc.",38.02,723253167.3,,,,,,
GSBC,"Great Southern Bancorp, Inc.",51.5,722881192,,,,,,
SCHN,"Schnitzer Steel Industries, Inc.",26.7,722435917.5,,,,,,
HURN,Huron Consulting Group Inc.,32.6,720696578.2,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",26.95,720549133.2,,,,,,
TLND,Talend S.A.,38.9,720299591.1,,,,,,
AMAG,"AMAG Pharmaceuticals, Inc.",20.4,719882992.8,,,,,,
ACLS,"Axcelis Technologies, Inc.",23.05,719708613.1,,,,,,
JBSS,"John B. Sanfilippo & Son, Inc.",63.68,719419005.1,,,,,,
BBH,VanEck Vectors Biotech ETF,135.66,718523597,,,,,,
IGOV,iShares International Treasury Bond ETF,49.77,716688000,,,,,,
FORR,"Forrester Research, Inc.",40.4,716453600,,,,,,
MERC,Mercer International Inc.,11,715190168,,,,,,
CONN,"Conn&#39;s, Inc.",22.9,714638948.9,,,,,,
COBZ,CoBiz Financial Inc.,17.1,714404244.6,,,,,,
DCOM,"Dime Community Bancshares, Inc.",19.05,713360435.1,,,,,,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,32.22,712223100,,,,,,
WRLD,World Acceptance Corporation,80.22,707440125,,,,,,
PRTK,"Paratek Pharmaceuticals, Inc. ",25.45,706522234.6,,,,,,
SWIR,"Sierra Wireless, Inc.",21.95,706480022.1,,,,,,
HEWG,iShares Currency Hedged MSCI Germany ETF,27.86,706251000,,,,,,
NTRA,"Natera, Inc.",13.26,705737364.5,,,,,,
LJPC,La Jolla Pharmaceutical Company,31.84,704410839,,,,,,
LSCC,Lattice Semiconductor Corporation,5.72,703397820.8,,,,,,
PRSC,The Providence Service Corporation,51.83,699789845.7,,,,,,
CNXN,"PC Connection, Inc.",26.08,698540073,,,,,,
APTI,"Apptio, Inc.",17.45,697226389.2,,,,,,
HMST,"HomeStreet, Inc.",25.9,696296351.1,,,,,,
NYMT,"New York Mortgage Trust, Inc.",6.22,695962828.6,,,,,,
WVE,WAVE Life Sciences Ltd.,25.05,695393360.7,,,,,,
FNX,First Trust Mid Cap Core AlphaDEX Fund,60.31,693565120.6,,,,,,
PGTI,"PGT Innovations, Inc.",13.95,691949685.6,,,,,,
ARII,"American Railcar Industries, Inc.",36.2,690836383.6,,,,,,
DHIL,"Diamond Hill Investment Group, Inc.",199.96,690597252.9,,,,,,
BMTC,Bryn Mawr Bank Corporation,40.6,690244619.4,,,,,,
NVMI,Nova Measuring Instruments Ltd.,25.1,690015038.9,,,,,,
GTYH,"GTY Technology Holdings, Inc.",10,690000000,,,,,,
INSY,"Insys Therapeutics, Inc.",9.48,689164213.6,,,,,,
CASS,"Cass Information Systems, Inc",61.51,689145799.5,,,,,,
ADOM,"ADOMANI, Inc.",10.12,688877811.6,,,,,,
ATRC,"AtriCure, Inc.",20.03,687713284.9,,,,,,
UIHC,United Insurance Holdings Corp.,16.09,687702754.4,,,,,,
AKAO,"Achaogen, Inc.",16.27,687135872.4,,,,,,
ALDR,"Alder BioPharmaceuticals, Inc.",10.1,683907693.3,,,,,,
TRUP,"Trupanion, Inc.",22.73,681798692.4,,,,,,
SBLK,Star Bulk Carriers Corp.,10.71,679179780.1,,,,,,
VEAC,Vantage Energy Acquisition Corp.,9.84,678960000,,,,,,
CAMP,CalAmp Corp.,19.17,678553608,,,,,,
TPIC,"TPI Composites, Inc.",20.01,678060620.9,,,,,,
RCII,Rent-A-Center Inc.,12.72,678000473.3,,,,,,
NANO,Nanometrics Incorporated,26.56,677158302.1,,,,,,
KANG,"iKang Healthcare Group, Inc.",14.59,675268853.3,,,,,,
AFAM,Almost Family Inc,48.35,675160898.9,,,,,,
BOLD,"Audentes Therapeutics, Inc.",24.3,675154796.4,,,,,,
CTRL,Control4 Corporation,27.15,674831196.2,,,,,,
XBKS,"Xenith Bankshares, Inc.",29.07,674498361.1,,,,,,
DOVA,"Dova Pharmaceuticals, Inc.",26.24,673120471.7,,,,,,
RRD,R.R. Donnelley & Sons Company,9.61,672700000,,,,,,
FLIC,The First of Long Island Corporation,27.55,671737737.3,,,,,,
CECO,Career Education Corporation,9.72,671426690.4,,,,,,
INTL,INTL FCStone Inc.,35.75,669223483.5,,,,,,
NMIH,NMI Holdings Inc,11.15,667463518.9,,,,,,
CSWI,"CSW Industrials, Inc.",42,667294614,,,,,,
MHLD,"Maiden Holdings, Ltd.",7.7,666978073.3,,,,,,
ANAB,"AnaptysBio, Inc.",32.59,662961553.6,,,,,,
CHRS,"Coherus BioSciences, Inc.",12.9,662533512.3,,,,,,
FTC,First Trust Large Cap Growth AlphaDEX Fund,56.83,662069613.7,,,,,,
CROX,"Crocs, Inc.",9.22,661641113,,,,,,
EVBG,"Everbridge, Inc.",23.53,661082267.8,,,,,,
ANGO,"AngioDynamics, Inc.",17.92,655998981.1,,,,,,
HSKA,Heska Corporation,90.32,652658642.4,,,,,,
KBAL,"Kimball International, Inc.",17.41,652607077.5,,,,,,
TUSK,"Mammoth Energy Services, Inc.",14.65,651957567,,,,,,
MZOR,Mazor Robotics Ltd.,43.5,650569818,,,,,,
VSAR,"Versartis, Inc.",18.2,648449601.8,,,,,,
JOUT,Johnson Outdoors Inc.,64.77,647453809.2,,,,,,
QADA,QAD Inc.,33.65,646639364,,,,,,
PRFT,"Perficient, Inc.",18.39,645809831.9,,,,,,
RUTH,"Ruth&#39;s Hospitality Group, Inc.",20.35,643102246.6,,,,,,
CUNB,CU Bancorp (CA),36,641785716,,,,,,
CTWS,"Connecticut Water Service, Inc.",55.41,641392914,,,,,,
LNTH,"Lantheus Holdings, Inc.",17.15,640565379.7,,,,,,
RPXC,RPX Corporation,12.87,637067419.6,,,,,,
BJRI,"BJ&#39;s Restaurants, Inc.",29.7,636953714.1,,,,,,
OFLX,"Omega Flex, Inc.",63.09,636693050,,,,,,
KALA,"Kala Pharmaceuticals, Inc.",26.2,634748710,,,,,,
MMLP,Martin Midstream Partners L.P.,16.5,634459848,,,,,,
IMGN,"ImmunoGen, Inc.",7.07,633456233.9,,,,,,
NXEO,"Nexeo Solutions, Inc.",7.06,630640190.4,,,,,,
DLTH,Duluth Holdings Inc.,19.425,630512131.7,,,,,,
MSEX,Middlesex Water Company,38.55,629821573.2,,,,,,
EAGL,Double Eagle Acquisition Corp.,10.05,628125000,,,,,,
OSTK,"Overstock.com, Inc.",25.1,627508207.7,,,,,,
SQQQ,ProShares UltraPro Short QQQ,26.48,625862558.6,,,,,,
FLWS,"1-800 FLOWERS.COM, Inc.",9.55,623950195.5,,,,,,
PACB,"Pacific Biosciences of California, Inc.",5.39,623038017.9,,,,,,
MGNX,"MacroGenics, Inc.",16.91,622262043.2,,,,,,
QTNA,"Quantenna Communications, Inc.",17.91,620225574.6,,,,,,
PSTB,Park Sterling Corporation,11.63,619730950.1,,,,,,
RXDX,"Ignyta, Inc.",11,618793065,,,,,,
MCRI,"Monarch Casino & Resort, Inc.",35.16,617711061.8,,,,,,
CAC,Camden National Corporation,39.8,617413977.2,,,,,,
BDGE,"Bridge Bancorp, Inc.",31.3,616992486,,,,,,
TYME,"Tyme Technologies, Inc.",6.89,615422151.6,,,,,,
GPP,Green Plains Partners LP,19.3,613993486.2,,,,,,
GOOD,Gladstone Commercial Corporation,21.46,613392832.4,,,,,,
CTMX,"CytomX Therapeutics, Inc.",16.6,611998292.2,,,,,,
TCMD,"Tactile Systems Technology, Inc.",34.67,609728011.4,,,,,,
SGYP,"Synergy Pharmaceuticals, Inc.",2.71,609627890.1,,,,,,
AXGN,"AxoGen, Inc.",18.3,608294690.1,,,,,,
PVAC,Penn Virginia Corporation,40.5,607176729,,,,,,
CLMT,"Calumet Specialty Products Partners, L.P.",7.9,606164677.4,,,,,,
SPNS,Sapiens International Corporation N.V.,12.36,606084354.4,,,,,,
VIVO,Meridian Bioscience Inc.,14.35,605613294,,,,,,
TBK,"Triumph Bancorp, Inc.",29.3,605565836.8,,,,,,
TSC,"TriState Capital Holdings, Inc.",21.1,604846818.6,,,,,,
ICHR,Ichor Holdings,24.06,604287399.1,,,,,,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,58.84,603227680,,,,,,
INWK,"InnerWorkings, Inc.",11.05,602282216.9,,,,,,
CETV,Central European Media Enterprises Ltd.,4.15,601109551.3,,,,,,
MSBI,"Midland States Bancorp, Inc.",31.09,593670918.3,,,,,,
FARO,"FARO Technologies, Inc.",35.5,593135171.5,,,,,,
ANIP,"ANI Pharmaceuticals, Inc.",50.83,592133207.4,,,,,,
HBNC,Horizon Bancorp (IN),26.66,591737761.9,,,,,,
EMCI,EMC Insurance Group Inc.,27.61,589475018.6,,,,,,
FFWM,First Foundation Inc.,17.04,587262385.2,,,,,,
VSEC,VSE Corporation,54.18,587226408.3,,,,,,
PEBO,Peoples Bancorp Inc.,31.87,582455960.7,,,,,,
LION,Fidelity Southern Corporation,21.81,582437794.8,,,,,,
SCMP,"Sucampo Pharmaceuticals, Inc.",12.45,579578151.9,,,,,,
SCLN,"SciClone Pharmaceuticals, Inc.",11.1,579329579.4,,,,,,
VBTX,"Veritex Holdings, Inc.",25.56,578602946.9,,,,,,
KRNT,Kornit Digital Ltd.,17.15,578555901.7,,,,,,
STB,Student Transportation Inc,6,568816098,,,,,,
FEP,First Trust Europe AlphaDEX Fund,37.21,567452574.4,,,,,,
MCRB,"Seres Therapeutics, Inc.",14,567176946,,,,,,
QCRH,"QCR Holdings, Inc.",43,566789579,,,,,,
HONE,"HarborOne Bancorp, Inc.",17.62,565969905.6,,,,,,
ABEO,Abeona Therapeutics Inc.,14,564021626,,,,,,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.66,563540000,,,,,,
CARB,"Carbonite, Inc.",20.25,562930843.5,,,,,,
ACIU,AC Immune SA,9.87,561822528.5,,,,,,
VIGI,Vanguard International Dividend Appreciation ETF,64.18,559654926.9,,,,,,
PGC,Peapack-Gladstone Financial Corporation,31.34,559303794.2,,,,,,
NCOM,National Commerce Corporation,39.75,559303488,,,,,,
TACO,"Del Taco Restaurants, Inc.",14.45,559013191.3,,,,,,
PCBK,Pacific Continental Corporation (Ore),24.45,556785180,,,,,,
WINA,Winmark Corporation,131.85,555817366.8,,,,,,
SPKE,"Spark Energy, Inc.",16,554092192,,,,,,
MBUU,"Malibu Boats, Inc.",27.29,553633539.9,,,,,,
FRPT,"Freshpet, Inc.",16,553390880,,,,,,
CUTR,"Cutera, Inc.",39.45,552499735.4,,,,,,
PETQ,"PetIQ, Inc.",25.69,552097907,,,,,,
HMTV,"Hemisphere Media Group, Inc.",12.95,551769831.6,,,,,,
CARO,Carolina Financial Corporation,33.95,549893310.4,,,,,,
WSBF,"Waterstone Financial, Inc.",18.55,548253894.3,,,,,,
CALA,"Calithera Biosciences, Inc.",15.45,548114721.5,,,,,,
PLAB,"Photronics, Inc.",7.95,548063269.2,,,,,,
COHU,"Cohu, Inc.",19.54,546335566.7,,,,,,
NH,"NantHealth, Inc.",4.47,545177765.8,,,,,,
NCBS,Nicolet Bankshares Inc.,55.23,544817715.8,,,,,,
XCRA,Xcerra Corporation,9.9,541645810.2,,,,,,
UEPS,"Net 1 UEPS Technologies, Inc.",9.61,541464898.2,,,,,,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.61,538996500,,,,,,
FITBI,Fifth Third Bancorp,29.91,538380000,,,,,,
VGLT,Vanguard Long-Term Government Bond ETF,77.79,538005752.7,,,,,,
PNNT,PennantPark Investment Corporation,7.55,536509311.8,,,,,,
THFF,First Financial Corporation Indiana,43.85,536011437.5,,,,,,
FARM,Farmer Brothers Company,31.8,535702863.6,,,,,,
INO,"Inovio Pharmaceuticals, Inc.",5.92,534144870.1,,,,,,
CHSCM,CHS Inc,28.11,534090000,,,,,,
TCX,Tucows Inc.,50.6,533988985.2,,,,,,
KE,"Kimball Electronics, Inc.",19.9,533609684.3,,,,,,
GNMK,"GenMark Diagnostics, Inc.",9.75,533007315.8,,,,,,
MLAB,"Mesa Laboratories, Inc.",141.07,530269998,,,,,,
BKCC,BlackRock Capital Investment Corporation,7.25,529628892.3,,,,,,
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,75.64,529480000,,,,,,
RDNT,"RadNet, Inc.",11.2,529383142.4,,,,,,
MPVD,Mountain Province Diamonds Inc.,3.3,528771648.9,,,,,,
PLUG,"Plug Power, Inc.",2.35,528117013.4,,,,,,
HTBK,Heritage Commerce Corp,13.84,527730438.1,,,,,,
GDEN,"Golden Entertainment, Inc.",23.62,527248474.4,,,,,,
NVEE,"NV5 Global, Inc.",48.65,523239750.3,,,,,,
ANCX,Access National Corporation,25.58,523027558,,,,,,
CHW,Calamos Global Dynamic Income Fund,8.85,522211879.2,,,,,,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,55.48,518738111,,,,,,
SHOR,"ShoreTel, Inc.",7.5,518647102.5,,,,,,
AUPH,Aurinia Pharmaceuticals Inc,6.2,517918382.6,,,,,,
COWN,Cowen Inc.,16.65,517383282.2,,,,,,
QADB,QAD Inc.,26.8,515005496.4,,,,,,
ULH,"Universal Logistics Holdings, Inc.",18.05,513394236.7,,,,,,
VYMI,Vanguard International High Dividend Yield ETF,65.66,511982996.4,,,,,,
EEMA,iShares MSCI Emerging Markets Asia Index Fund,69.93,510489000,,,,,,
MBWM,Mercantile Bank Corporation,30.97,510466741.4,,,,,,
EZPW,"EZCORP, Inc.",9.4,510389478.2,,,,,,
SGH,"SMART Global Holdings, Inc.",23.5,509431214,,,,,,
DXPE,"DXP Enterprises, Inc.",29.13,506912220.1,,,,,,
ADAP,Adaptimmune Therapeutics plc,8.87,506403050.8,,,,,,
BHBK,"Blue Hills Bancorp, Inc.",18.85,506388058.8,,,,,,
RDIB,Reading International Inc,22.52,506308264.6,,,,,,
HOFT,Hooker Furniture Corporation,43.6,505166647.6,,,,,,
PKOH,Park-Ohio Holdings Corp.,40.35,504693603.6,,,,,,
MPAA,"Motorcar Parts of America, Inc.",26.92,501656865.1,,,,,,
PUB,People&#39,s Utah Bancorp,27.9,,,,,,http://www.nasdaq.com/symbol/pub
ACHN,"Achillion Pharmaceuticals, Inc.",3.66,500547474.3,,,,,,
FDEF,First Defiance Financial Corp.,49.2,499428412.8,,,,,,
KPTI,Karyopharm Therapeutics Inc.,10.59,499200538,,,,,,
FRBK,"Republic First Bancorp, Inc.",8.75,498498560,,,,,,
GSHT,"Gores Holdings II, Inc.",9.96,498000000,,,,,,
BIB,ProShares Ultra Nasdaq Biotechnology,61.41,497421000,,,,,,
CMTA,Clementia Pharmaceuticals Inc.,16.29,497278053.4,,,,,,
ASMB,"Assembly Biosciences, Inc.",28.6,496622955.4,,,,,,
DSKE,"Daseke, Inc.",12.79,496252000,,,,,,
PDLI,"PDL BioPharma, Inc.",3.21,494598703.5,,,,,,
KFRC,"Kforce, Inc.",18.5,494459490,,,,,,
CCD,Calamos Dynamic Convertible & Income Fund,20.27,494277706.8,,,,,,
CHSCN,CHS Inc,29.37,493416000,,,,,,
REGI,"Renewable Energy Group, Inc.",12.75,493290844.5,,,,,,
PDFS,"PDF Solutions, Inc.",15.22,492110725.6,,,,,,
BOJA,"Bojangles&#39;, Inc.",13.3,492090211.2,,,,,,
LIND,Lindblad Expeditions Holdings Inc. ,10.9,491220032.2,,,,,,
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,16.7,491046800,,,,,,
OKSB,"Southwest Bancorp, Inc.",26.25,490482562.5,,,,,,
VDSI,"VASCO Data Security International, Inc.",12.2,490032300.4,,,,,,
SNNA,"Sienna Biopharmaceuticals, Inc.",23.85,489669859.4,,,,,,
IMKTA,"Ingles Markets, Incorporated",24.1,488260601.6,,,,,,
